sep=;
Hole No;Sheet No;Start Depth;End Depth;Soil/Rock Description;Soil/Rock Type;Confidence Level
B2A;3;22.8;23.08;Moderately strong to strong, brownish pink spotted black and white, moderately to slightly decomposed medium to coarse grained GRANITE with widely to medium spaced and occasionally closely spaced, very narrow to extremely narrow, rough planar, limonite, manganese, chlorite and kaolin stained joints, dipping 10-20, 65-85 and occasionally vertical joints;Granite;High
B2A;3;23.08;23.8;Weak to moderately weak, brownish pink spotted black and white, highly to moderately decomposed medium to coarse grained GRANITE No recovery 23.4-23.8m.;Granite;High
B2A;3;23.8;31.56;Moderately strong to strong, brownish pink spotted black and white, moderately to slightly decomposed medium to coarse grained GRANITE with widely to medium spaced and occasionally closely spaced, very narrow to extremely narrow, rough planar, limonite, manganese, chlorite and kaolin stained joints, dipping 10-20, 65-85 and occasionally vertical joints;Granite;High
B2B;1;0.00;0.20;Concrete Slab;Concrete;High
B2B;1;0.20;2.50;Concrete with cobbles and gravels of moderately decomposed granite and red bricks (FILL);Fill;High
B2B;1;2.50;19.70;Wash boring;No recovery;High
B2B;2;19.70;21.50;Sub-rounded Cobbles and Gravels of moderately decomposed granite and tuff with some red brick and steel fragment (FILL);Fill;High
B2B;3;21.50;26.04;Wash boring;No recovery;High
B2B;3;26.04;31.80;Moderately strong to strong, brownish pink spotted black and white, moderately to slightly decomposed medium to coarse grained GRANITE with widely to medium spaced, extremely narrow to very narrow, rough planar, limonite, manganese and kaolin stained joints, dipping 10-20, 40-60, 70-80;Granite;High
B2C;1;0.00;1.50;Concrete Slab with steel bars.;Concrete;High
B2C;1;1.50;4.00;Concrete with cobbles and gravels of moderately decomposed granite. (FILL);Fill;High
B2C;1;4.00;19.30;Wash boring (No recovery).;No Recovery;High
B2C;2;19.30;19.70;Sub-rounded Cobbles and Gravels of moderately decomposed granite and tuff with some brown silty SAND. (ALLUVIUM);Alluvium;High
B2C;2;19.70;24.55;Wash boring (No recovery).;No Recovery;High
B2C;3;24.55;24.90;Weak to moderately weak, brownish pink spotted black and white, highly to moderately decomposed GRANITE.;Granite;High
B2C;3;24.90;31.71;Moderately strong, brownish pink spotted black and white, moderately decomposed GRANITE.;Granite;High
B3;1;0.00;0.20;Concrete Slab;Concrete;High
B3;1;0.20;0.85;Wash boring;No recovery;High
B3;1;0.85;3.32;Concrete with cobbles and gravels of moderately decomposed granite and occasionally some red bricks;Fill;High
B3;1;3.32;19.20;Wash boring;No recovery;High
B3;2;19.20;20.63;Sub-rounded Cobbles and Gravels of moderately decomposed granite and tuff with some brown, silty SAND;Alluvium;High
B3;3;20.63;27.77;Moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE;Granite;High
B3A;1;0.00;0.20;Concrete Slab.;Concrete;High
B3A;1;0.20;0.80;Brown, gravelly silty medium to coarse SAND. (FILL);Fill;High
B3A;1;0.80;3.00;Concrete with cobbles and gravels of moderately decomposed granite. (FILL);Fill;High
B3A;1;3.00;19.55;Wash boring. (No recovery);No Recovery;High
B3A;3;19.55;25.63;Moderately strong to strong, brownish pink spotted black and white, moderately to slightly decomposed medium to coarse grained GRANITE with widely to medium spaced and occasionally closely spaced, very narrow to extremely narrow, rough planar, limonite, manganese stained, chlorite and kaolin coated joints, dipping 10 degrees-20 degrees, 40 degrees-60 degrees, 70 degrees-85 degrees.;Granite;High
B3A;3;25.63;28.30;Strong, pinkish grey spotted black and white, slightly decomposed, medium to coarse grained GRANITE.;Granite;High
B3B;1;0.00;0.33;Concrete Slab.;Concrete;High
B3B;1;0.33;18.50;Wash boring. (No recovery);No recovery;High
B3B;2;18.50;19.10;Sub-rounded Cobbles and Gravels of moderately decomposed granite and tuff with some brown silty SAND. (ALLUVIUM);Alluvium;High
B3B;2;19.10;21.24;Wash boring. (No recovery);No recovery;High
B3B;2;21.24;28.05;Moderately strong to strong, pinkish grey spotted black and white, moderately to slightly decomposed medium to coarse grained GRANITE.;Granite;High
B3C;1;0.00;0.50;Concrete Slab with steel bars.;Concrete;High
B3C;1;0.50;18.10;Wash boring.;No recovery;High
B3C;2;18.10;19.34;Moderately strong to strong, pinkish grey spotted black and white, moderately to slightly decomposed medium to coarse grained GRANITE.;Granite;High
B3C;2;19.34;19.57;No recovery.;No Recovery;High
B3C;2;19.57;28.13;Moderately strong to strong, pinkish grey spotted black and white, moderately to slightly decomposed medium to coarse grained GRANITE.;Granite;High
B4;1;0.00;0.60;Concrete Slab with steel bars.;Concrete;High
B4;1;0.60;17.85;Wash boring.;No recovery;High
B4;2;17.85;18.05;Weak to moderately weak, brownish pink spotted black and white, highly to moderately decomposed GRANITE.;Granite;High
B4;2;18.05;19.25;Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed GRANITE.;Granite;High
B4;2;19.25;19.45;No recovery.;No Recovery;High
B4;2;19.45;28.14;Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed GRANITE.;Granite;High
B4A;1;0.00;0.30;Concrete Slab.;Concrete;High
B4A;1;0.30;0.80;Concrete with cobbles and gravels of moderately decomposed granite. (FILL);Fill;High
B4A;1;0.80;2.70;Wash boring. (No recovery);No Recovery;High
B4A;1;2.70;3.00;Angular Cobbles and Gravels of moderately decomposed granite with some concrete fragment and steel fragment. (FILL);Fill;High
B4A;2;3.00;16.98;Wash boring. (No recovery);No Recovery;High
B4A;3;16.98;27.52;Moderately strong to strong, brownish pink spotted black and white, moderately decomposed GRANITE.;Granite;High
B5;1;0.00;0.20;Concrete Slab.;Concrete;High
B5;1;0.20;1.80;Concrete with COBBLES and GRAVELS of moderately decomposed granite and some red bricks. (FILL);Fill;High
B5;1;1.80;19.30;Wash boring. (No recovery);No recovery;High
B5;2;19.30;20.30;Weak to moderately weak, brownish grey, medium block size, fine to medium grained GRANITE, highly to moderately decomposed, dipping 10 degrees-20 degrees, 40 degrees-65 degrees, 75 degrees-85 degrees.;Granite;High
B5;2;20.30;20.75;Moderately decomposed, medium to coarse grained GRANITE.;Granite;High
B5;2;20.75;22.48;Strong, pinkish grey spotted black and white, slightly decomposed GRANITE with widely to medium spaced joints.;Granite;High
B5;2;22.48;22.80;Moderately decomposed, medium to coarse grained GRANITE.;Granite;High
B5;3;22.80;29.96;Strong, pinkish grey spotted black, fine to medium to fairly coarse grained, slightly decomposed GRANITE.;Granite;High
B6;1;0.00;2.00;Concrete with red brick fragments and steel fragments. (FILL);Fill;High
B6;1;2.00;18.30;Wash Boring. (No Recovery);No Recovery;High
B6;2;18.30;18.79;Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed GRANITE.;Granite;High
B6;2;18.79;19.30;Moderately weak to moderately strong, brownish pink spotted black and white, highly decomposed GRANITE. (No/low core recovery run);Granite;High
B6;2;19.30;20.20;Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed GRANITE.;Granite;High
B6;2;20.20;20.70;Weak to moderately weak, brownish pink spotted black and white, highly to moderately decomposed medium to coarse grained GRANITE.;Granite;High
B6;2;20.70;20.82;Weak to moderately weak, brownish pink spotted black and white, highly decomposed GRANITE. No recovery 20.70-20.82m.;Granite;High
B6;2;20.82;26.35;Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE.;Granite;High
B6A;1;0.00;2.50;Wash boring;Wash boring;73.6%
B6A;1;2.50;2.90;Rounded to subrounded, COBBLES and fine to coarse GRAVEL. No recovery assumed, finer material washed out. (FILL);Fill;73.6%
B6A;1;2.90;14.90;Wash boring;Wash boring;73.6%
B6A;2;14.90;15.90;Moderately strong to moderately weak, brownish grey, spotted black and white, moderately to highly decomposed, medium grained GRANITE with closely spaced, narrow to very narrow, rough undulating, limonite and manganese stained joints, dipping 15 to 35.;Granite;73.6%
B6A;2;15.90;20.55;Wash boring;Wash boring;73.6%
B6A;3;20.55;21.58;Moderately strong to strong, pinkish grey, spotted black and white, moderately to slightly decomposed medium grained GRANITE with closely to extremely closely spaced, narrow to very narrow, rough undulating, limonite and manganese stained joints, dipping 15 to 35.;Granite;73.6%
B6A;3;21.58;21.76;No recovery assumed highly decomposed zone.;No recovery;73.6%
B6A;3;21.76;22.72;Moderately strong to weak, moderately to highly decomposed zone.;Granite;73.6%
B6A;3;22.72;28.50;Moderately strong to strong, pinkish grey, spotted black and white, moderately to slightly decomposed medium grained GRANITE with closely spaced, very narrow to extremely narrow, rough undulating, limonite and manganese stained joints, dipping 5 to 10.;Granite;73.6%
B6B;1;0.00;2.00;Inspection pit;Fill;High
B6B;1;2.00;24.32;Wash boring;Soil;High
B6B;3;24.32;27.90;Moderately strong, brownish grey spotted yellow, moderately decomposed, medium grained GRANITE with closely spaced, narrow to very narrow, rough undulating, limonite and manganese stained joints, dipping 15 degrees-35 degrees.;Granite;High
B6B;3;27.90;30.41;Strong, pinkish grey spotted black, slightly decomposed, medium grained GRANITE, with closely to medium spaced, rough undulating, extremely narrow, clean, joints, dipping 5 degrees-10 degrees.;Granite;High
C1;1;0.00;0.20;Concrete Slab.;Concrete;High
C1;1;0.20;2.00;Brown, gravelly silty medium to coarse SAND. (FILL);Fill;High
C1;1;2.00;29.65;Wash boring. (No recovery);No recovery;High
C1;4;29.65;35.61;Moderately strong, brownish pink spotted black and white, moderately decomposed GRANITE.;Granite;High
C2;1;0.00;1.50;Concrete with steel bar;Concrete;High
C2;1;1.50;3.70;Wash boring. (No recovery);No recovery;High
C2;1;3.70;4.90;Angular BOULDER, COBBLES and GRAVELS of moderately decomposed granite and tuff with some brown, silty SAND. (FILL);Fill;High
C2;1;4.90;18.80;Wash boring. (No recovery);No recovery;High
C2;2;18.80;19.60;Sub-rounded COBBLES and GRAVELS of moderately decomposed granite and tuff with some brown silty SAND. (ALLUVIUM);Alluvium;High
C2;3;19.60;26.33;Wash boring. (No recovery);No recovery;High
C2;3;26.33;31.39;Moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with widely to medium spaced, extremely narrow, rough planar, limonite, manganese and kaolin stained joints, dipping 10-20, 40-50, 75-85 and occasionally vertical joints.;Granite;High
C2A;1;0.00;0.20;Concrete Slab;Concrete;High
C2A;1;0.20;0.60;Wash boring. (No recovery);No Recovery;High
C2A;1;0.60;2.50;Concrete with cobbles and gravels of moderately decomposed granite and some rubbish. (FILL);Fill;High
C2A;1;2.50;23.60;Wash boring. (No recovery);No Recovery;High
C2A;3;23.60;29.87;Moderately strong to strong, brownish pink spotted black and white, moderately to slightly decomposed medium to coarse grained GRANITE with widely to medium spaced, very narrow to extremely narrow, rough planar, limonite, manganese stained joints, dipping 10 degrees-20 degrees, 40 degrees-50 degrees, 65 degrees-75 degrees.;Granite;High
C3;1;0.00;0.20;Concrete Slab.;Concrete;High
C3;1;0.20;3.20;Concrete with cobbles and gravels of moderately decomposed granite. (FILL);Fill;High
C3;1;3.20;21.45;Wash boring. (No recovery);No recovery;High
C3;3;21.45;22.90;Moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE.;Granite;High
C3;3;22.90;28.70;Strong, pinkish grey spotted black and white, slightly decomposed medium to coarse grained GRANITE with widely to medium spaced joints.;Granite;High
C3A;1;0.00;0.20;Concrete Slab.;Concrete;High
C3A;1;0.20;0.40;Brown, gravelly silty medium to coarse SAND. (FILL);Fill;High
C3A;1;0.40;3.68;Concrete with cobbles and gravels of moderately decomposed granite. (FILL);Fill;High
C3A;1;3.68;18.89;Wash boring. (No recovery);No Recovery;High
C3A;3;18.89;28.09;Strong, pinkish grey spotted black and white, slightly decomposed medium to coarse grained GRANITE with widely to medium spaced, extremely narrow, rough planar, manganese, limonite stained and clean joints, dipping 10 degrees-20 degrees, 40 degrees-60 degrees and occasionally vertical joints.;Granite;High
C4;1;0.00;1.72;Concrete with steel bars;Concrete;High
C4;1;1.72;17.88;Concrete with steel bars and steel fragments;Concrete;High
C4;2;17.88;28.06;Strong, pinkish grey spotted black and white, slightly decomposed medium to coarse grained GRANITE with widely to medium spaced, extremely narrow, rough planar, limonite stained, kaolin coated and clean joints, dipping 10 degrees-20 degrees, 75 degrees-85 degrees and occasionally vertical joints.;Granite;High
C5;1;0.00;0.30;Concrete Slab.;Concrete;High
C5;1;0.30;1.94;Decomposed Granite with some fractured Cobbles and Gravels. (FILL);Fill;High
C5;1;1.94;16.45;Wash boring. (No recovery);No Recovery;High
C5;2;16.45;19.01;Moderately strong to strong, pinkish grey spotted black and white, moderately to slightly decomposed medium to coarse grained GRANITE.;Granite;High
C5;2;19.01;28.07;Strong, pinkish grey spotted black and white, slightly decomposed medium to coarse grained GRANITE.;Granite;High
C6;1;0.00;1.00;Concrete with red brick fragments. (FILL);Fill;High
C6;1;1.00;17.25;Wash Boring. (No Recovery);No Recovery;High
C6;2;17.25;26.19;Strong, greyish pink spotted black and white, slightly decomposed GRANITE.;Granite;High
C6A;1;0.00;1.10;Wash boring.;No Recovery;High
C6A;1;1.10;2.40;Rounded and sub-rounded COBBLES, fine to coarse GRAVEL and CONCRETE. No recovery, assumed finer material washed out. (FILL);Fill;High
C6A;1;2.40;18.95;Wash boring.;No Recovery;High
C6A;2;18.95;19.80;Moderately strong, brownish grey spotted yellow, moderately decomposed, medium grained GRANITE with closely spaced, narrow to very narrow, rough undulating, limonite and manganese stained joints, dipping 15 degrees-35 degrees.;Granite;High
C6A;2;19.80;25.29;Moderately strong to strong, pinkish grey spotted black and white, moderately to slightly decomposed, medium grained GRANITE with closely to medium spaced, very narrow to extremely narrow, rough undulating, clean joints, dipping 5 degrees-10 degrees.;Granite;High
C6A;3;25.29;26.57;Strong to moderately strong, spotted black and white, slightly to moderately decomposed, medium grained GRANITE with closely to medium spaced, narrow to very narrow, rough undulating, limonite and manganese stained joints, dipping 5 degrees-10 degrees and 25 degrees-35 degrees.;Granite;High
D1a;1;0.00;0.20;Concrete slab;Concrete;High
D1a;1;0.20;2.00;Brown, gravelly silty medium to coarse SAND. (FILL);Fill;High
D1a;1;2.00;7.50;Angular Cobbles and Gravels of moderately decomposed granite with some brown, silty SAND and some concrete fragment. (FILL);Fill;High
D1a;1;7.50;27.50;Wash boring. No recovery at 7.50m-27.50m.;No recovery;High
D1a;3;27.50;38.30;Moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with widely to medium spaced and occasionally extremely narrow, rough planar, limonite, manganese stained, chloride and kaolin coated joints, dipping 10 degrees-20 degrees and 30 degrees-50 degrees.;Granite;High
DH10;1;0.00;19.00;Wash Boring. (No Recovery);No Recovery;High
DH10;2;19.00;19.50;Sub-rounded COBBLES and GRAVELS of moderately decomposed granite and tuff with some grey, silty SAND. (ALLUVIUM);Alluvium;High
DH10;2;19.50;21.20;Wash Boring. (No Recovery);No Recovery;High
DH10;3;21.20;22.07;Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with medium to closely spaced, very narrow, rough planar, limonite and manganese stained and kaolin coated joints, dipping 10 degrees-20 degrees and 50 degrees-60 degrees.;Granite;High
DH10;3;22.07;27.43;Moderately strong to strong, greyish pink spotted black and white, moderately to slightly decomposed medium to coarse grained GRANITE with widely to medium spaced, extremely narrow, rough planar, limonite and manganese stained joints, dipping 10 degrees-20 degrees and 50 degrees-60 degrees.;Granite;High
DH11;1;0.00;0.20;Concrete Slab.;Concrete;High
DH11;1;0.20;1.00;Brown, gravelly silty medium to coarse SAND. (FILL);Fill;High
DH11;1;1.00;17.80;Wash boring. (No recovery);No recovery;High
DH11;2;17.80;20.25;Sub-rounded GRAVEL and COBBLES of moderately decomposed granite and tuff with some brown, silty sand. (ALLUVIUM) No recovery 19.70-20.25m.;Alluvium;High
DH11;3;20.25;25.84;Moderately strong to strong, brownish pink spotted black and white, moderately to slightly decomposed, medium to coarse grained GRANITE with medium to closely spaced, very narrow, rough planar, limonite, manganese stained joints, dipping 10 degrees-20 degrees, 40 degrees-50 degrees, 65 degrees-80 degrees and occasionally vertical joints.;Granite;High
DH12;1;0.00;0.20;Concrete Slab.;Concrete;High
DH12;1;0.20;2.00;Brown, gravelly silty medium to coarse SAND. (FILL);Fill;High
DH12;1;2.00;6.50;Wash boring. (No recovery);No Recovery;High
DH12;1;6.50;7.00;Angular GRAVEL and COBBLES of moderately decomposed granite. (FILL);Fill;High
DH12;1;7.00;18.00;Wash boring. (No recovery);No Recovery;High
DH12;2;18.00;18.70;Sub-rounded GRAVEL and COBBLES of moderately decomposed granite and tuff. (ALLUVIUM);Alluvium;High
DH12;2;18.70;19.94;Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed GRANITE.;Granite;High
DH12;2;19.94;20.50;Moderately weak to moderately strong, brownish pink spotted black and white, highly decomposed GRANITE. No recovery 19.94-20.50m.;Granite;High
DH12;3;20.50;25.96;Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed GRANITE with extremely narrow rough planar joints.;Granite;High
DH13;1;0.0;2.0;Angular red bricks and concrete fragments with some grey silty SAND and some domestic rubbish and steel fragments. (FILL);Fill;High
DH13;1;2.0;21.0;Wash boring. (No recovery);No recovery;High
DH13;3;21.0;22.0;Sub-rounded GRAVEL and COBBLES of moderately decomposed granite and tuff with some brown, silty SAND. (ALLUVIUM);Alluvium;High
DH13;3;22.0;27.35;Strong to moderately strong, brownish grey spotted black and white, moderately to slightly decomposed, medium to coarse grained GRANITE with widely to medium spaced and occasionally closely spaced, extremely narrow, rough planar, limonite, manganese stained joints, dipping 10 degrees-20 degrees & 65 degrees-75 degrees.;Granite;High
DH14;1;0.00;2.00;Angular red bricks and concrete fragments with some grey, silty sand. (FILL);Fill;High
DH14;1;2.00;19.00;Wash boring.;No recovery;High
DH14;2;19.00;20.00;Sub-rounded GRAVEL and COBBLES of moderately decomposed granite and tuff. (ALLUVIUM);Alluvium;High
DH14;3;20.00;20.86;Wash boring.;No recovery;High
DH14;3;20.86;21.86;Moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE.;Granite;High
DH14;3;21.86;26.16;Strong, pinkish grey spotted black and white, slightly decomposed GRANITE.;Granite;High
DH15;1;0.00;3.00;Angular red bricks and concrete fragments with some grey, silty SAND. (FILL);Fill;High
DH15;1;3.00;18.00;Wash boring. (No recovery);No Recovery;High
DH15;2;18.00;19.00;Sub-rounded GRAVEL and COBBLES of moderately decomposed granite and tuff. (ALLUVIUM);Alluvium;High
DH15;2;19.00;19.35;Weak to moderately weak, brownish pink spotted black and white, highly to moderately decomposed GRANITE.;Granite;High
DH15;2;19.35;19.50;Weak to moderately weak, brownish pink spotted black and white, highly decomposed GRANITE. No recovery 19.35-19.50m.;Granite;High
DH15;3;19.50;20.00;Weak to moderately weak, brownish pink spotted black and white, highly decomposed GRANITE. Wash boring/no recovery 19.50-20.00m.;Granite;High
DH15;3;20.00;25.12;Moderately strong to strong, brownish pink spotted black and white, moderately decomposed GRANITE.;Granite;High
DH16;1;0.00;2.00;Angular COBBLES and GRAVELS of moderately decomposed granite and tuff with some grey, silty SAND and trace of brick and concrete fragments and some domestic rubbish. (FILL);Fill;High
DH16;1;2.00;18.50;Wash Boring. (No Recovery);No Recovery;High
DH16;2;18.50;19.50;Sub-rounded to rounded BOULDERS, COBBLES and GRAVELS of moderately decomposed granite and tuff with some brown, silty SAND. ALLUVIUM. Boulder at 19.50m-19.70m.;Alluvium;High
DH16;2;19.50;20.50;Wash Boring. (No Recovery);No Recovery;High
DH16;3;20.50;22.00;Sub rounded to rounded BOULDERS, COBBLES and GRAVELS of moderately decomposed granite and tuff with some brown, silty SAND. ALLUVIUM.;Alluvium;High
DH16;3;22.00;27.45;Moderately strong to strong, pinkish grey, brown, pale brown and white, moderately to slightly decomposed, medium to coarse grained GRANITE with widely to medium spaced and moderately close to spaced, extremely narrow, rough planar, stained and manganese stained joints, dipping 10 degrees-20 degrees, 70 degrees-80 degrees.;Granite;High
DH17;1;0.00;0.20;Concrete Slab.;Concrete;High
DH17;1;0.20;2.00;Brown, gravelly silty medium to coarse SAND. (FILL);Fill;High
DH17;1;2.00;17.91;No recovery.;No Recovery;High
DH17;2;17.91;19.50;Sub-rounded GRAVEL and COBBLES of moderately decomposed granite and tuff. (ALLUVIUM);Alluvium;High
DH17;2;19.50;21.00;Wash boring. (No recovery);No Recovery;High
DH17;2;21.00;21.32;Sub-rounded GRAVEL and COBBLES of moderately decomposed granite and tuff. (ALLUVIUM);Alluvium;High
DH17;3;21.32;26.77;Moderately strong to strong, brownish pink spotted black and white, moderately to slightly decomposed GRANITE.;Granite;High
DH18;1;0.00;3.50;Concrete with red brick fragments. (FILL);Fill;High
DH18;1;3.50;18.40;Wash Boring. (No Recovery);No Recovery;High
DH18;2;18.40;18.70;Sub-rounded COBBLES and GRAVELS of moderately decomposed tuff and granite with some silty sand. (ALLUVIUM);Alluvium;High
DH18;2;18.70;21.20;Wash boring at 18.70m-21.20m. (No Recovery);No Recovery;High
DH18;2;21.20;22.50;Sub-rounded COBBLES and GRAVELS of moderately decomposed tuff and granite with some silty sand. (ALLUVIUM);Alluvium;High
DH18;3;22.50;23.77;Wash Boring. (No Recovery);No Recovery;High
DH18;3;23.77;29.71;Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed GRANITE.;Granite;High
DH19;1;0.00;2.00;Angular red brick and concrete fragments with some grey, silty SAND.(FILL);Fill;High
DH19;1;2.00;18.50;Wash Boring.(No Recovery);No Recovery;High
DH19;2;18.50;19.30;Sub-rounded COBBLES and GRAVELS of moderately decomposed granite and tuff with some brown, silty SAND.(ALLUVIUM);Alluvium;High
DH19;2;19.30;24.30;Wash Boring.(No Recovery);No Recovery;High
DH19;3;24.30;24.64;Weak to moderately weak, brownish pink spotted black and white, highly to moderately decomposed medium to coarse grained GRANITE No recovery 24.60-24.64m.;Granite;High
DH19;3;24.64;30.37;Moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with widely to medium spaced and occasionally closely spaced, very narrow, rough planar, manganese stained and kaolin coated joints, dipping 10-20, 30-40 and vertical joints;Granite;High
DH20;1;0.00;2.50;Angular red brick and concrete fragments with some grey, silty SAND. (FILL);Fill;High
DH20;1;2.50;19.50;Wash Boring. (No Recovery);No Recovery;High
DH20;2;19.50;20.00;Sub-rounded COBBLES and GRAVELS of moderately decomposed granite and tuff with some brown, silty SAND. (ALLUVIUM);Alluvium;High
DH20;3;20.00;23.50;Wash Boring. (No Recovery). No recovery at 23.50m-23.58m.;No Recovery;High
DH20;3;23.50;28.64;Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed GRANITE.;Granite;High
DH21;1;0.00;0.20;Concrete Slab.;Concrete;High
DH21;1;0.20;2.00;Brown, gravelly silty medium to coarse SAND. (FILL);Fill;High
DH21;1;2.00;22.00;Wash boring. (No recovery);No recovery;High
DH21;3;22.00;22.20;Sub-rounded GRAVEL and COBBLES of moderately decomposed granite and tuff with some brown silty SAND. (ALLUVIUM);Alluvium;High
DH21;3;22.20;27.43;Moderately strong to strong, brownish pink spotted black and white, moderately to slightly decomposed medium to coarse grained GRANITE with medium spaced, very narrow to extremely narrow, rough planar, limonite and manganese stained joints, dipping 10 degrees-20 degrees, 50 degrees-65 degrees & occasionally vertical joints.;Granite;High
DH22;1;0.00;3.00;Angular red bricks and concrete fragments with some grey, silty SAND. (FILL);Fill;High
